From_Device_ID,To_Device_ID,Event_Type,Message,Time_Stamp
pub_12,,EVENT_CONN_REQUEST,,2024-01-08 18:18:30.872429
,pub_12,EVENT_CONNECTED,,2024-01-08 18:18:31.040212
pub_12,,EVENT_MSG_SENT,msg_1100,2024-01-08 18:19:34.701878
pub_12,,EVENT_MSG_SENT,msg_1101,2024-01-08 18:19:34.753403
pub_12,,EVENT_MSG_SENT,msg_1102,2024-01-08 18:19:34.808924
pub_12,,EVENT_MSG_SENT,msg_1103,2024-01-08 18:19:34.861314
pub_12,,EVENT_MSG_SENT,msg_1104,2024-01-08 18:19:34.912025
pub_12,,EVENT_MSG_SENT,msg_1105,2024-01-08 18:19:34.963215
pub_12,,EVENT_MSG_SENT,msg_1106,2024-01-08 18:19:35.019031
pub_12,,EVENT_MSG_SENT,msg_1107,2024-01-08 18:19:35.072712
pub_12,,EVENT_MSG_SENT,msg_1108,2024-01-08 18:19:35.124364
pub_12,,EVENT_MSG_SENT,msg_1109,2024-01-08 18:19:35.176902
pub_12,,EVENT_MSG_SENT,msg_1109,2024-01-08 18:19:35.228721
pub_12,,EVENT_MSG_SENT,msg_1111,2024-01-08 18:19:35.284849
pub_12,,EVENT_MSG_SENT,msg_1112,2024-01-08 18:19:35.335135
pub_12,,EVENT_MSG_SENT,msg_1113,2024-01-08 18:19:35.385858
pub_12,,EVENT_MSG_SENT,msg_1114,2024-01-08 18:19:35.438328
pub_12,,EVENT_MSG_SENT,msg_1115,2024-01-08 18:19:35.492662
pub_12,,EVENT_MSG_SENT,msg_1116,2024-01-08 18:19:35.543837
pub_12,,EVENT_MSG_SENT,msg_1117,2024-01-08 18:19:35.595454
pub_12,,EVENT_MSG_SENT,msg_1118,2024-01-08 18:19:35.647023
pub_12,,EVENT_MSG_SENT,msg_1119,2024-01-08 18:19:35.697950
pub_12,,EVENT_MSG_SENT,msg_1120,2024-01-08 18:19:35.749350
pub_12,,EVENT_MSG_SENT,msg_1121,2024-01-08 18:19:35.801493
pub_12,,EVENT_MSG_SENT,msg_1122,2024-01-08 18:19:35.852210
pub_12,,EVENT_MSG_SENT,msg_1123,2024-01-08 18:19:35.903777
pub_12,,EVENT_MSG_SENT,msg_1124,2024-01-08 18:19:35.956305
